Source,Target,Weight
4406,3902,12
4406,3903,12
4406,3904,4
4406,3906,8
4406,3907,14
4406,3908,13
4406,3912,12
4406,3913,8
4406,3914,15
4406,3961,8
4406,4008,4
4406,4079,2
4406,4080,4
4406,4103,58
4406,4128,8
4406,4214,9
4406,4215,6
4406,4237,40
4406,4241,12
4406,4269,8
4406,4304,4
4406,4308,11
4406,4340,14
4406,4341,60
4406,4342,6
4406,4343,46
4406,4344,4
4406,4345,6
4406,4346,11
4406,4347,4
4406,4348,49
4406,4349,16
4406,4350,4
4406,4351,11
4406,4352,11
4406,4353,7
4406,4355,4
4406,4356,6
4406,4357,8
4406,4358,3
4406,4359,6
4406,4360,8
4406,4361,8
4406,4362,9
4406,4363,14
4406,4364,49
4406,4365,16
4406,4366,46
4406,4367,2
4406,4368,42
4406,4369,11
4406,4370,12
4406,4371,16
4406,4372,8
4406,4373,20
4406,4374,49
4406,4375,11
4406,4376,6
4406,4377,64
4406,4378,57
4406,4379,1
4406,4381,8
4406,4382,10
4406,4383,32
4406,4384,14
4406,4385,8
4406,4387,8
4406,4388,11
4406,4389,42
4406,4390,21
4406,4391,9
4406,4392,8
4406,4393,53
4406,4394,14
4406,4395,4
4406,4396,11
4406,4397,8
4406,4398,8
4406,4399,4
4406,4400,8
4406,4401,8
4406,4402,39
4406,4403,4
4406,4404,54
4406,4406,38
4406,4407,9
4406,4408,12
4406,4409,13
4406,4410,14
4406,4629,3
4406,4757,8
4406,4836,3
4406,4837,3
4406,4840,6
4406,4843,4
4406,4849,1
4406,4853,2
4406,4858,1
4406,4864,2
4406,4893,36
4406,4905,4
4406,4910,3
4406,4944,3
4406,4951,4
4406,5034,12
4406,5058,2
4406,5372,3
4406,5679,6
4406,5686,3
4406,5687,3
4406,6316,1
4406,6317,2
4406,6321,2
4406,6322,8
4406,6324,2
4406,6325,10
4406,6329,3
4406,6331,3
4406,6336,2
4406,6338,2
4406,6342,8
4406,6345,5
4406,6350,3
4406,6352,1
4406,6760,3
4406,6789,2
4406,6876,1
4406,7064,4
4406,7091,9
4406,7092,2
4406,7094,1
4406,7096,6
4406,7104,1
4406,7109,4
4406,7110,4
4406,7114,10
4406,7134,2
4406,7140,6
4406,7625,2
4406,8766,1
4406,8788,11
4406,12151,1
4406,14236,4
4406,14241,4
4406,14261,2
4406,14264,3
4406,14340,61
4406,14396,12
4406,14398,12
4406,14402,6
4406,14409,2
4406,14496,9
4406,14497,4
4406,14498,2
4406,14595,2
4406,14640,4
4406,14676,14
4406,15880,2
4406,15884,2
4406,15890,2
4406,16000,12
4406,16001,30
4406,16003,6
4406,16008,2
4406,16009,17
4406,16016,42
4406,16017,1
4406,16020,2
4406,16021,31
4406,16022,4
4406,16032,4
4406,16043,4
4406,16044,4
4406,16045,6
4406,16047,4
4406,16048,1
4406,16071,2
4406,16072,3
4406,16073,10
4406,16074,13
4406,16075,6
4406,16076,6
4406,16077,6
4406,16078,6
4406,16146,3
4406,16147,1
4406,16350,1
4406,16351,1
4406,16352,2
4406,16692,2
4406,16693,1
4406,16694,2
4406,16695,4
4406,16696,4
4406,16697,2
4406,17069,1
4406,17223,3
4406,18202,4
4406,18421,2
4406,18515,8
4406,28969,1
4406,29455,1
4406,31074,4
4406,31075,3
4406,31076,2
4406,31077,2
4406,39409,1
4406,39410,2
4406,47839,1
4407,609,8
4407,743,1
4407,777,1
4407,905,3
4407,1355,3
4407,1402,1
4407,1505,2
4407,1515,1
4407,1793,3
4407,1819,3
4407,1847,1
4407,3190,4
4407,3281,4
4407,3683,1
4407,3743,11
4407,3801,9
4407,3832,4
4407,3863,1
4407,3881,5
4407,3893,4
4407,3899,1
4407,3906,4
4407,3912,12
4407,3917,2
4407,4000,8
4407,4128,8
4407,4134,1
4407,4371,2
4407,4373,6
4407,4375,21
4407,4377,11
4407,4390,35
4407,4853,3
4407,4994,1
4407,5034,1
4407,5543,1
4407,5587,1
4407,5656,6
4407,5687,6
4407,7111,1
4407,7122,3
4407,8704,3
4407,8707,3
4407,8847,1
4407,9043,2
4407,14491,1
4407,16074,5
4407,16170,1
4407,18461,1
4407,31126,1
4407,31139,1
4407,31214,3
4407,44669,4
4407,44675,1
4408,517,2
4408,609,2
4408,739,2
4408,768,9
4408,769,12
4408,771,16
4408,772,3
4408,897,2
4408,909,4
4408,979,2
4408,984,4
4408,997,3
4408,1000,1
4408,1132,6
4408,1573,12
4408,1610,39
4408,2270,9
4408,3204,1
4408,3207,48
4408,3279,1
4408,3313,2
4408,3535,5
4408,3669,1
4408,3741,1
4408,3801,4
4408,3826,1
4408,3832,11
4408,3873,1
4408,3881,1
4408,3889,2
4408,3893,9
4408,3903,48
4408,3906,2
4408,3914,1
4408,3961,1
4408,4027,4
4408,4103,1
4408,4237,1
4408,4261,1
4408,4348,1
4408,4357,1
4408,4363,1
4408,4364,2
4408,4365,14
4408,4368,1
4408,4370,1
4408,4373,16
4408,4374,6
4408,4375,3
4408,4377,9
4408,4383,1
4408,4384,1
4408,4389,1
4408,4390,1
4408,4396,1
4408,4397,4
4408,4404,12
4408,4405,1
4408,4406,1
4408,4408,4
4408,4629,11
4408,4637,3
4408,4721,1
4408,4836,1
4408,4849,19
4408,5639,2
4408,6329,2
4408,6361,1
4408,7096,2
4408,7460,26
4408,8324,6
4408,9123,2
4408,9522,1
4408,13796,1
4408,14231,3
4408,14236,2
4408,14261,2
4408,14497,1
4408,15092,1
4408,15889,2
4408,16003,2
4408,16008,2
4408,16047,6
4408,16074,1
4408,16146,2
4408,16326,2
4408,16711,1
4408,16903,4
4408,16907,2
4408,17924,1
4408,18202,1
4408,29459,1
4408,30971,1
4408,30972,1
4408,31074,1
4408,31128,1
4408,31263,1
4409,520,3
4409,609,9
4409,738,6
4409,759,3
4409,772,3
4409,783,1
4409,1744,3
4409,1765,2
4409,3081,2
4409,3158,2
4409,3170,1
4409,3177,1
4409,3190,1
4409,3195,1
4409,3248,1
4409,3628,5
4409,3669,1
4409,3741,1
4409,3801,3
4409,3832,1
4409,3835,1
4409,3842,1
4409,3847,1
4409,3873,5
4409,3881,4
4409,3891,2
4409,3893,4
4409,3908,1
4409,4103,5
4409,4214,5
4409,4215,5
4409,4341,3
4409,4373,4
4409,4375,2
4409,4377,3
4409,4387,3
4409,4388,6
4409,4390,1
4409,4399,2
4409,4404,1
4409,4409,3
4409,4410,5
4409,4593,1
4409,5417,1
4409,5464,3
4409,5687,1
4409,6345,1
4409,14394,1
4409,23181,1
4409,46047,1
4410,609,2
4410,738,2
4410,759,2
4410,772,2
4410,1403,1
4410,1582,1
4410,3177,2
4410,3190,2
4410,3204,2
4410,3207,1
4410,3230,2
4410,3279,2
4410,3281,2
4410,3289,2
4410,3628,2
4410,3683,2
4410,3741,2
4410,3743,2
4410,3774,2
4410,3801,2
4410,3826,2
4410,3832,2
4410,3833,2
4410,3834,2
4410,3836,2
4410,3838,2
4410,3840,2
4410,3847,2
4410,3853,2
4410,3873,2
4410,3881,2
4410,3893,2
4410,3902,2
4410,3903,2
4410,3906,1
4410,3907,2
4410,3908,2
4410,3912,2
4410,3913,2
4410,3914,2
4410,4103,2
4410,4128,4
4410,4214,2
4410,4237,2
4410,4241,2
4410,4308,2
4410,4340,2
4410,4341,2
4410,4342,2
4410,4343,2
4410,4345,2
4410,4346,2
4410,4348,2
4410,4349,2
4410,4351,2
4410,4352,2
4410,4353,2
4410,4356,2
4410,4357,2
4410,4360,2
4410,4361,2
4410,4362,2
4410,4363,2
4410,4364,2
4410,4365,2
4410,4366,2
4410,4368,2
4410,4369,2
4410,4370,2
4410,4371,2
4410,4372,2
4410,4373,2
4410,4374,2
4410,4375,2
4410,4377,2
4410,4378,2
4410,4381,2
4410,4382,2
4410,4383,2
4410,4384,2
4410,4387,2
4410,4388,2
4410,4389,2
4410,4390,3
4410,4391,2
4410,4392,2
4410,4393,2
4410,4394,2
4410,4396,2
4410,4397,2
4410,4398,2
4410,4400,2
4410,4401,2
4410,4402,2
4410,4403,2
4410,4404,2
4410,4406,2
4410,4407,2
4410,4408,2
4410,4409,2
4410,4410,2
4410,4905,1
4410,4951,2
4410,5464,2
4410,7104,2
4410,10446,1
4410,14595,1
4410,16073,2
4410,16074,2
4410,16146,2
4410,18202,2
4410,31076,2
4410,31142,2
4411,3876,1
4411,3906,1
4411,3907,1
4411,4241,7
4411,4304,1
4411,4696,2
4411,4697,2
4412,342,1
4412,345,2
4412,388,2
4412,737,1
4412,742,5
4412,744,2
4412,758,3
4412,886,1
4412,887,1
4412,889,1
4412,1010,3
4412,1120,1
4412,1132,1
4412,1136,1
4412,1200,2
4412,1217,1
4412,1219,21
4412,1220,1
4412,1221,2
4412,1222,1
4412,1227,1
4412,1233,1
4412,1236,2
4412,1238,2
4412,1239,2
4412,1240,2
4412,1256,2
4412,1296,2
4412,1356,5
4412,1357,1
4412,1430,2
4412,1431,1
4412,1437,3
4412,1454,2
4412,1509,5
4412,1510,4
4412,1519,7
4412,1530,1
4412,1535,8
4412,1536,3
4412,1539,1
4412,1542,1
4412,1543,1
4412,1545,7
4412,1564,4
4412,1566,3
4412,1577,1
4412,1578,2
4412,1579,3
4412,1587,1
4412,1589,2
4412,1591,1
4412,1595,1
4412,1596,5
4412,1601,1
4412,1604,1
4412,1649,1
4412,1650,1
4412,1656,2
4412,1657,1
4412,1660,1
4412,1667,4
4412,1738,1
4412,1789,4
4412,1863,2
4412,1965,1
4412,2071,1
4412,2211,3
4412,2246,7
4412,2267,1
4412,2285,1
4412,2304,1
4412,3078,1
4412,3086,1
4412,3133,2
4412,3140,1
4412,3157,2
4412,3162,7
4412,3163,7
4412,3301,1
4412,3302,1
4412,3303,1
4412,3305,2
4412,3306,1
4412,3309,1
4412,3321,2
4412,3323,1
4412,3327,1
4412,3329,1
4412,3333,1
4412,3342,2
4412,3344,6
4412,3408,2
4412,3461,2
4412,3655,1
4412,3660,1
4412,3777,1
4412,3778,1
4412,3779,4
4412,3895,2
4412,3999,2
4412,4006,2
4412,4009,1
4412,4014,1
4412,4015,1
4412,4117,2
4412,4122,2
4412,4253,4
4412,4290,5
4412,4296,7
4412,4303,3
4412,4312,2
4412,4328,2
4412,4411,3
4412,4419,3
4412,4424,6
4412,4427,7
4412,4450,2
4412,4459,1
4412,4462,9
4412,4476,4
4412,4480,1
4412,4503,2
4412,4575,4
4412,4598,2
4412,4673,4
4412,4785,4
4412,4805,2
4412,4811,5
4412,4846,2
4412,4860,7
4412,5032,5
4412,5053,1
4412,5318,2
4412,5367,8
4412,5387,1
4412,5428,4
4412,5432,2
4412,5462,2
4412,5556,1
4412,5684,1
4412,5721,1
4412,5722,1
4412,5761,7
4412,5768,7
4412,5793,1
4412,6156,1
4412,6831,4
4412,7192,3
4412,7195,2
4412,7464,2
4412,7530,1
4412,8543,2
4412,8546,1
4412,8548,3
4412,8559,1
4412,8566,1
4412,8570,7
4412,8582,1
4412,8676,4
4412,8694,3
4412,8696,1
4412,8697,4
4412,8760,1
4412,8851,1
4412,8890,1
4412,9008,1
4412,9037,2
4412,9070,1
4412,9142,1
4412,9174,1
4412,9304,1
4412,9325,5
4412,9333,2
4412,9340,1
4412,9342,7
4412,9354,1
4412,9357,1
4412,9362,2
4412,9371,2
4412,9375,2
4412,9385,1
4412,9727,1
4412,10434,1
4412,10435,2
4412,12051,1
4412,12425,2
4412,13069,2
4412,13381,2
4412,13565,1
4412,13572,1
4412,13574,2
4412,13577,2
4412,13651,1
4412,13660,5
4412,13697,1
4412,13716,5
4412,13720,5
4412,13738,1
4412,13739,3
4412,13766,1
4412,13783,3
4412,13801,1
4412,13802,1
4412,14100,1
4412,14115,1
4412,14163,1
4412,14268,2
4412,14345,1
4412,14427,3
4412,14666,1
4412,14667,1
4412,14702,2
4412,15024,1
4412,15407,1
4412,15422,1
4412,15425,1
4412,15828,3
4412,15876,3
4412,15904,2
4412,15911,4
4412,15912,3
4412,15944,2
4412,16049,1
4412,16157,1
4412,16158,8
4412,16163,4
4412,16164,1
4412,16248,1
4412,16426,1
4412,16434,1
4412,16451,1
4412,16719,1
4412,16887,1
4412,16924,1
4412,17023,1
4412,17195,2
4412,17200,3
4412,17216,1
4412,17514,1
4412,17817,1
4412,17818,1
4412,17841,1
4412,17847,1
4412,17909,1
4412,17964,2
4412,18192,2
4412,18255,1
4412,23440,2
4412,24276,1
4412,25937,1
4412,26090,1
4412,26091,1
4412,26882,1
4412,27027,2
4412,27052,1
4412,27242,2
4412,27984,1
4412,28050,1
4412,28967,1
4412,29286,2
4412,31312,1
4412,31835,1
4412,31846,1
4412,33802,1
4412,35302,2
4412,36282,3
4412,36361,1
4412,36552,1
4412,36604,1
4412,36693,1
4412,37981,2
4412,37982,4
4412,39529,1
4412,41663,1
4412,42026,1
4412,42099,2
4412,42157,1
4412,42351,1
4412,43916,2
4412,44713,2
4412,44758,2
4412,45085,1
4412,45088,1
4412,45880,2
4412,45999,2
4412,47129,2
4412,47130,1
4412,47131,2
4412,47294,2
4412,47295,1
4412,47296,1
4412,47297,2
4412,47298,2
4412,47299,2
4412,47300,2
4412,47301,2
4412,47302,2
4412,47303,2
4412,47304,2
4412,47305,2
4412,47306,2
4412,47307,2
4412,47308,2
4412,47309,2
4412,47310,4
4412,47311,4
4412,47312,4
4412,47313,4
4412,47314,4
4412,48346,1
4412,48703,3
4412,48725,1
4412,48726,1
4412,48727,1
4412,48728,1
4412,48729,1
4412,48730,1
4412,48731,1
4412,48732,1
4412,48733,1
4412,48734,1
4412,48735,1
4412,48759,1
4412,48772,1
4412,48773,1
4412,48774,1
4412,48775,1
4412,48776,1
4412,48777,1
4412,48778,1
4412,48779,1
4412,48780,1
4412,48781,1
4412,48782,1
4412,48783,1
4412,48784,1
4412,48785,1
4412,48786,1
4412,48787,1
4412,48788,1
4412,52969,2
4413,1765,2
4413,4241,1
4413,4414,2
4413,4415,2
4416,4241,2
4416,4308,1
4416,4312,1
4416,4623,1
4417,3204,1
4417,3310,2
4417,3935,2
4417,4241,11
4417,4304,5
4417,4417,1
4417,4621,4
4417,4682,2
4417,4683,2
4418,4241,6
4418,4271,1
4418,4308,2
4421,1401,1
4421,1751,1
4421,3958,1
4421,4122,1
4421,4241,1
4421,4283,1
4421,4303,1
4421,4338,1
4421,4339,1
4421,4411,1
4421,4412,1
4421,4422,1
4421,4423,1
4421,4424,1
4421,4425,1
4421,4426,1
4426,4241,1
4427,342,2
4427,345,2
4427,436,2
4427,744,2
4427,803,3
4427,1219,4
4427,1356,2
4427,1430,1
4427,1509,2
4427,1510,2
4427,1511,2
4427,1512,2
4427,1519,2
4427,1535,4
4427,1536,3
4427,1543,2
4427,1545,2
4427,1560,1
4427,1562,2
4427,1564,2
4427,1566,2
4427,1568,2
4427,1569,2
4427,1570,2
4427,1579,2
4427,2246,2
4427,2248,2
4427,2277,2
4427,2931,3
4427,2992,1
4427,3084,2
4427,3133,2
4427,3158,8
4427,3162,1
4427,3184,2
4427,3269,1
4427,3326,2
4427,3344,1
4427,3655,2
4427,3663,1
4427,3778,1
4427,3939,2
4427,3958,6
4427,4010,3
4427,4117,4
4427,4241,2
4427,4296,2
4427,4298,1
4427,4303,6
4427,4304,2
4427,4328,2
4427,4332,2
4427,4333,2
4427,4338,4
4427,4339,2
4427,4411,2
4427,4412,10
4427,4416,2
4427,4420,1
4427,4427,2
4427,4461,1
4427,4469,2
4427,4480,2
4427,4587,2
4427,4860,2
4427,5462,2
4427,5622,2
4427,5761,2
4427,5768,2
4427,5774,2
4427,8676,2
4427,8694,2
4427,8697,2
4427,8866,2
4427,9325,1
4427,9333,2
4427,9342,2
4427,9362,2
4427,14427,2
4428,153,1
4428,494,1
4428,598,3
4428,608,3
4428,756,1
4428,790,3
4428,876,3
4428,887,1
4428,901,3
4428,946,3
4428,948,1
4428,949,3
4428,952,1
4428,960,3
4428,966,1
4428,985,3
4428,1005,3
4428,1023,3
4428,1028,3
4428,1031,1
4428,1032,1
4428,1051,3
4428,1068,3
4428,1153,3
4428,1155,3
4428,1159,1
4428,1177,1
4428,1310,3
4428,1315,3
4428,1373,1
4428,1401,1
4428,1408,1
4428,1412,3
4428,1413,3
4428,1414,3
4428,1415,1
4428,1416,3
4428,1417,3
4428,1418,6
4428,1419,3
4428,1420,3
4428,1441,1
4428,1448,3
4428,1505,1
4428,1518,3
4428,1580,3
4428,1632,1
4428,1636,3
4428,1643,3
4428,1647,3
4428,1676,3
4428,1682,1
4428,1684,1
4428,1695,3
4428,1735,1
4428,1760,3
4428,1791,3
4428,1811,3
4428,1832,3
4428,1848,3
4428,1863,1
4428,1897,3
4428,1938,3
4428,1968,1
4428,2060,1
4428,2066,1
4428,2317,3
4428,2524,3
4428,2980,3
4428,2992,1
4428,3080,3
4428,3139,3
4428,3165,1
4428,3263,1
4428,3269,1
4428,3271,1
4428,3284,1
4428,3299,3
4428,3323,3
4428,3328,3
4428,3559,3
4428,3658,1
4428,3659,1
4428,3675,1
4428,3685,1
4428,3815,3
4428,3917,3
4428,3958,1
4428,3986,3
4428,3988,3
4428,3991,3
4428,4030,3
4428,4055,1
4428,4122,1
4428,4186,1
4428,4241,1
4428,4245,3
4428,4254,1
4428,4257,1
4428,4260,1
4428,4270,1
4428,4273,1
4428,4276,3
4428,4287,3
4428,4290,1
4428,4291,1
4428,4292,1
4428,4296,1
4428,4297,1
4428,4298,1
4428,4307,1
4428,4308,1
4428,4310,1
4428,4318,2
4428,4326,1
4428,4329,1
4428,4331,1
4428,4334,2
4428,4338,1
4428,4339,1
4428,4411,1
4428,4412,1
4428,4416,2
4428,4419,1
4428,4427,1
4428,4429,1
4428,4430,1
4428,4431,1
4428,4432,1
4428,4433,1
4428,4434,1
4428,4435,1
4428,4436,1
4428,4437,1
4428,4438,1
4428,4439,1
4428,4440,1
4428,4441,1
4428,4442,1
4428,4443,1
4428,4444,1
4428,4445,1
4428,4446,1
4428,4447,1
4428,4448,1
4428,4449,1
4428,4450,1
4428,4451,1
4428,4452,1
4428,4453,1
4428,4454,1
4428,4455,1
4428,4456,1
4428,4457,1
4428,4458,1
4428,4459,1
4428,4460,1
4428,4461,1
4428,4462,1
4428,4463,1
4428,4464,1
4428,4465,1
4428,4466,1
4428,4467,1
4428,4468,1
4428,4469,1
4428,4470,1
4428,4471,1
4428,4472,1
4428,4473,1
4428,4474,1
4428,4475,1
4428,4476,1
4428,4477,1
4428,4478,1
4428,4479,1
4428,4480,1
4428,4481,1
4428,4482,1
4428,4483,1
4428,4484,1
4428,4485,1
4428,4486,1
4428,4487,1
4428,4488,1
4428,4489,1
4428,4490,1
4428,4491,1
4428,4492,1
4428,4493,1
4428,4494,1
4428,4495,1
4428,4496,1
4428,4497,1
4428,4498,1
4428,4499,1
4428,4500,1
4428,4501,1
4428,4502,1
4428,4503,1
4428,4504,1
4428,4505,1
4428,4506,1
4428,4507,1
4428,4508,1
4428,4509,1
4428,4510,1
4428,4511,1
4428,4512,1
4428,4513,1
4428,4514,1
4428,4515,1
4428,4516,1
4428,4517,1
4428,4518,1
4428,4519,1
4428,4520,1
4428,4521,1
4428,4522,1
4428,4523,1
4428,4524,1
4428,4525,1
4428,4526,1
4428,4527,1
4428,4528,1
4428,4529,1
4428,4530,1
4428,4531,1
4428,4532,1
4428,4533,1
4428,4534,1
4428,4535,1
4428,4536,1
4428,4537,1
4428,4538,1
4428,4539,1
4428,4540,1
4428,4541,1
4428,4542,1
4428,4543,1
4428,4544,1
4428,4545,1
4428,4546,1
4428,4547,1
4428,4548,1
4428,4549,2
4428,4550,1
4428,4551,1
4428,4552,1
4428,4553,1
4428,4554,1
4428,4555,1
4428,4556,1
4428,4557,1
4428,4558,1
4428,4559,1
4428,4560,1
4428,4561,1
4428,4562,1
4428,4563,1
4428,4564,1
4428,4565,1
4428,4566,1
4428,4567,1
4428,4568,1
4428,4569,1
4428,4570,1
4428,4571,1
4428,4572,1
4428,4573,1
4428,4574,1
4428,4575,1
4428,4576,1
4428,4577,1
4428,4578,1
4428,4579,1
4428,4580,1
4428,4581,1
4428,4582,1
4428,4583,1
4428,4584,1
4428,4585,1
4428,4586,1
4428,4587,1
4428,4776,1
4428,4848,3
4428,4860,1
4428,4990,3
4428,5020,3
4428,5039,3
4428,5043,3
4428,5113,3
4428,5115,3
4428,5334,3
4428,5349,3
4428,5365,3
4428,5416,3
4428,5565,3
4428,5568,1
4428,5573,3
4428,5577,3
4428,5578,3
4428,5582,3
4428,5662,3
4428,5702,3
4428,5962,6
4428,5982,3
4428,6172,3
4428,6588,3
4428,6595,3
4428,6877,3
4428,6883,3
4428,7086,3
4428,7095,3
4428,7102,3
4428,7107,3
4428,7111,3
4428,7118,3
4428,7121,3
4428,8167,3
4428,8401,3
4428,8416,3
4428,8417,3
4428,8601,3
4428,8606,3
4428,8704,3
4428,8737,1
4428,8828,3
4428,8890,1
4428,8923,3
4428,9002,3
4428,9021,3
4428,9031,3
4428,9043,3
4428,9069,3
4428,9116,3
4428,9142,1
4428,9143,1
4428,9196,3
4428,9215,3
4428,9282,3
4428,9290,3
4428,9375,1
4428,9726,3
4428,10436,3
4428,10441,3
4428,10445,3
4428,10741,3
4428,11912,3
4428,11967,1
4428,13318,3
4428,13326,3
4428,13327,3
4428,13328,3
4428,13344,3
4428,13356,3
4428,13364,3
4428,13381,3
4428,13385,3
4428,13388,3
4428,13389,3
4428,13392,3
4428,13403,3
4428,13405,3
4428,13410,3
4428,13415,3
4428,13417,3
4428,13421,3
4428,13424,3
4428,13452,3
4428,13457,3
4428,13465,3
4428,13469,3
4428,13482,3
4428,13508,3
4428,13572,3
4428,13575,3
4428,13582,3
4428,13787,3
4428,14260,3
4428,14351,3
4428,14403,3
4428,14404,3
4428,14517,3
4428,14605,3
4428,14956,3
4428,15027,3
4428,15115,3
4428,15568,3
4428,15576,3
4428,15732,3
4428,15827,3
4428,15857,3
4428,16327,3
4428,16411,3
4428,16426,3
4428,16448,1
4428,16709,3
4428,16712,3
4428,16859,3
4428,16930,3
4428,17067,3
4428,17068,3
4428,17413,3
4428,17485,3
4428,17526,3
4428,18473,3
4428,18478,3
4428,18479,3
4428,18481,3
4428,18482,3
4428,18487,3
4428,18488,3
4428,18489,3
4428,18490,3
4428,18491,3
4428,18493,3
4428,23796,3
4428,25383,3
4428,25426,3
4428,26325,1
4428,26326,1
4428,26327,1
4428,26328,1
4428,26656,3
4428,28182,3
4428,28335,3
4428,28357,3
4428,29471,3
4428,29532,3
4428,30417,3
4428,30902,3
4428,33077,3
4428,33288,3
4428,36300,3
4428,37521,3
4428,37522,3
4428,37523,3
4428,37524,3
4428,37525,3
4428,37526,3
4428,37527,3
4428,37528,3
4428,37529,3
4428,37530,3
4428,37531,3
4428,37532,3
4428,37533,3
4428,37534,3
4428,37785,3
4430,151,1
4430,320,2
4430,1279,1
4430,1393,1
4430,1744,2
4430,3184,1
4430,3200,2
4430,3202,2
4430,3245,1
4430,3281,1
4430,3736,1
4430,3958,2
4430,4103,2
4430,4105,2
4430,4333,2
4430,4503,2
4430,17482,2
4431,1582,3
4431,1887,2
4431,4241,2
4431,4304,2
4431,4308,2
4431,4314,2
4431,4419,2
4431,4454,2
4431,4787,2
4443,1272,3
4443,1273,2
4443,1402,2
4443,4312,2
4443,4314,4
4443,4604,2
4443,18462,5
4443,18463,1
4443,18471,1
4444,3109,1
4445,75,1
4445,114,2
4445,142,2
4445,150,6
4445,155,2
4445,169,4
4445,285,2
4445,289,1
4445,331,2
4445,362,2
4445,443,2
4445,479,2
4445,488,2
4445,570,2
4445,768,2
4445,898,1
4445,949,3
4445,950,3
4445,1077,2
4445,1162,2
4445,1205,1
4445,1233,2
4445,1315,2
4445,1317,2
4445,1363,3
4445,1373,4
4445,1401,6
4445,1441,2
4445,1658,2
4445,1855,2
4445,2047,2
4445,2056,1
4445,2084,2
4445,2353,1
4445,2387,1
4445,2388,1
4445,2490,1
4445,2491,1
4445,2748,2
4445,2918,2
4445,2919,2
4445,2920,2
4445,2923,2
4445,2933,3
4445,3168,2
4445,3174,2
4445,3189,1
4445,3191,2
4445,3204,2
4445,3206,1
4445,3207,2
4445,3239,2
4445,3324,2
4445,3329,2
4445,3344,2
4445,3366,2
4445,3509,2
4445,3645,2
4445,3654,2
4445,3887,2
4445,3958,5
4445,4028,1
4445,4055,2
4445,4261,4
4445,4271,2
4445,4295,4
4445,4303,4
4445,4315,2
4445,4403,2
4445,4408,1
4445,4445,4
4445,4454,4
4445,4506,6
4445,4508,2
4445,4512,1
4445,4519,4
4445,4527,2
4445,4535,2
4445,4537,4
4445,4546,2
4445,4618,4
4445,4726,2
4445,4751,2
4445,4814,2
4445,4857,4
4445,4876,4
4445,5042,2
4445,5046,2
4445,5090,2
4445,5093,2
4445,5370,2
4445,5377,2
4445,5729,4
4445,5773,1
4445,5777,1
4445,5778,2
4445,5845,2
4445,5855,2
4445,5858,2
4445,6826,2
4445,6855,2
4445,7087,2
4445,7441,1
4445,7465,2
4445,8604,2
4445,9289,2
4445,9486,2
4445,9537,4
4445,9552,2
4445,9734,1
4445,10951,2
4445,11906,1
4445,12669,4
4445,13005,2
4445,13385,2
4445,13563,1
4445,13595,2
4445,13623,2
4445,13722,2
4445,13733,1
4445,13765,1
4445,14132,1
4445,15285,1
4445,15893,2
4445,16474,2
4445,16477,2
4445,16484,1
4445,16854,2
4445,16930,1
4445,17323,2
4445,17324,2
4445,17325,2
4445,17326,2
4445,17327,2
4445,17328,2
4445,17329,2
4445,17330,2
4445,17331,2
4445,17332,2
4445,17333,2
4445,17334,2
4445,17335,2
4445,17336,2
4445,17337,2
4445,17338,2
4445,17339,2
4445,17340,2
4445,17341,2
4445,17342,2
4445,17343,2
4445,17344,2
4445,17345,2
4445,17346,2
4445,17347,2
4445,17348,2
4445,17349,2
4445,17350,2
4445,17351,2
4445,17352,2
4445,17353,2
4445,17354,2
4445,17355,2
4445,17356,2
4445,17357,2
4445,17358,2
4445,17359,2
4445,17360,2
4445,17361,2
4445,17362,2
4445,17363,2
4445,17364,2
4445,17365,2
4445,17366,2
4445,17367,2
4445,17368,2
4445,17369,2
4445,17370,2
4445,17371,2
4445,17372,2
4445,17373,2
4445,17374,2
4445,17375,2
4445,17376,2
4445,17377,2
4445,17378,2
4445,17379,2
4445,17380,2
4445,17381,2
4445,17382,2
4445,17383,2
4445,17384,2
4445,17385,2
4445,17386,2
4445,17387,2
4445,17388,2
4445,17389,2
4445,17390,2
4445,17391,2
4445,17392,2
4445,17393,2
4445,17394,2
4445,17395,2
4445,17396,2
4445,17397,2
4445,17398,2
4445,17399,2
4445,17400,2
4445,17401,2
4445,17402,2
4445,17403,5
4445,17404,4
4445,17405,4
4445,17406,4
4445,17407,4
4445,17408,4
4445,17409,4
4445,17528,1
4445,17529,1
4445,17530,1
4445,17531,1
4445,17532,1
4445,17533,1
4445,17534,1
4445,17535,1
4445,17536,1
4445,17537,1
4445,17538,1
4445,17539,1
4445,17540,1
4445,17541,1
4445,17542,1
4445,17543,1
4445,17544,1
4445,17545,1
4445,17546,1
4445,17547,1
4445,17548,1
4445,17549,1
4445,17550,1
4445,17551,1
4445,17552,1
4445,17553,1
4445,17554,1
4445,17555,1
4445,17556,2
4450,388,2
4450,787,1
4450,1219,5
4450,1272,1
4450,1273,1
4450,1275,1
4450,1284,1
4450,1320,1
4450,1657,4
4450,1660,2
4450,1738,2
4450,3162,4
4450,3756,1
4450,5845,2
4450,13005,1
4450,37383,2
4452,949,1
4452,1052,2
4452,1318,2
4452,1495,3
4452,1497,2
4452,1524,1
4452,4270,1
4452,4787,2
4458,1580,1
4458,1582,1
4459,772,5
4459,1371,2
4459,1596,1
4459,3133,2
4459,3207,1
4459,3906,5
4459,4003,2
4459,4237,8
4459,4374,2
4459,4377,1
4459,4404,4
4459,9142,2
4459,17691,3
